date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:34	24053/24053	---M--	200	added ('OK')	image/jpeg	etag:%2279fa6b61c2607f390a23fc4bd98224e5%22	http://product.hstatic.net/1000383440/product/dscf5204_e2bc0349896e47f0b7108270be09fe7a_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf5204_e2bc0349896e47f0b7108270be09fe7a_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:37	35671/35671	---M--	200	added ('OK')	image/jpeg	etag:%22cc58ddacf984bd3e0065528cd0b730b6%22	http://product.hstatic.net/1000383440/product/dscf5204_e2bc0349896e47f0b7108270be09fe7a_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf5204_e2bc0349896e47f0b7108270be09fe7a_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:39	33615/33615	---M--	200	added ('OK')	image/jpeg	etag:%22008da770c4415e06354df05ce6ac0deb%22	http://product.hstatic.net/1000383440/product/img_0799_6e089f9bc4d249c7990ddb8578a87681_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/img_0799_6e089f9bc4d249c7990ddb8578a87681_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:39	27128/27128	---M--	200	added ('OK')	image/png	etag:%2287a9bce9d211eddbfad42829f7fd4a44%22	http://product.hstatic.net/1000383440/product/d94d7276-cffa-45bf-8f11-23c7155b6591_5d3aa807899d4a7689aba886a516bb58_large.png	E:/test_shoes_shop/product.hstatic.net/1000383440/product/d94d7276-cffa-45bf-8f11-23c7155b6591_5d3aa807899d4a7689aba886a516bb58_large.png	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:39	36535/36535	---M--	200	added ('OK')	image/jpeg	etag:%22a9c6464f8ea4dc657ea627f03da36967%22	http://product.hstatic.net/1000383440/product/img_0799_6e089f9bc4d249c7990ddb8578a87681_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/img_0799_6e089f9bc4d249c7990ddb8578a87681_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:42	288660/288660	---MCZ	200	added ('OK')	text/html	etag:W/%22012fc31ef5ad40c5ad571a1daf43abff%22	https://bossgiay.vn/products/ct2302-100-nike-air-force-1-white-black	E:/test_shoes_shop/bossgiay.vn/products/ct2302-100-nike-air-force-1-white-black.html	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:44	15052/15052	---M--	200	added ('OK')	image/jpeg	etag:%222ca4d76c02a4d708db9e44b2f748837e%22	http://product.hstatic.net/1000383440/product/dscf7133_bd51eab75f564b86bfe2e114ba4bbe62_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf7133_bd51eab75f564b86bfe2e114ba4bbe62_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:44	39062/39062	---M--	200	added ('OK')	image/png	etag:%22d572be5532cd4e62665f4283c83dbc16%22	http://product.hstatic.net/1000383440/product/d94d7276-cffa-45bf-8f11-23c7155b6591_5d3aa807899d4a7689aba886a516bb58_grande.png	E:/test_shoes_shop/product.hstatic.net/1000383440/product/d94d7276-cffa-45bf-8f11-23c7155b6591_5d3aa807899d4a7689aba886a516bb58_grande.png	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:45	22097/22097	---M--	200	added ('OK')	image/jpeg	etag:%2297ef8e788c2c205ef4bd2e116e34d180%22	http://product.hstatic.net/1000383440/product/dscf7133_bd51eab75f564b86bfe2e114ba4bbe62_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf7133_bd51eab75f564b86bfe2e114ba4bbe62_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:47	303800/303800	---MCZ	200	added ('OK')	text/html	etag:W/%22f8cc0428ecdf4f34b5cb5324671284d5%22	https://bossgiay.vn/products/dh1290-100-nike-air-force-1-fontanka-triple-white	E:/test_shoes_shop/bossgiay.vn/products/dh1290-100-nike-air-force-1-fontanka-triple-white.html	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:47	24625/24625	---M--	200	added ('OK')	image/jpeg	etag:%2276dddb11d054de35fffc3af82a087c01%22	http://product.hstatic.net/1000383440/product/dscf7135_f888d28051e34969b3a78b8d1086e4ab_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf7135_f888d28051e34969b3a78b8d1086e4ab_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:49	16153/16153	---M--	200	added ('OK')	image/jpeg	etag:%226dad4304841340fb230c9f4ee9bbcd6f%22	http://product.hstatic.net/1000383440/product/dscf3884_baa1500eaa644605a8216cd86a7d8ef7_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3884_baa1500eaa644605a8216cd86a7d8ef7_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:51	36471/36471	---M--	200	added ('OK')	image/jpeg	etag:%22e8ab6c092e5a037a01d81a48342bdb89%22	http://product.hstatic.net/1000383440/product/dscf7135_f888d28051e34969b3a78b8d1086e4ab_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf7135_f888d28051e34969b3a78b8d1086e4ab_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:52	25169/25169	---M--	200	added ('OK')	image/jpeg	etag:%2248076883748ff057a6646f34ab38f92b%22	http://product.hstatic.net/1000383440/product/_dsf1815_fab86b79982743daafc584f050b7cc37_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1815_fab86b79982743daafc584f050b7cc37_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:55	12020/12020	---M--	200	added ('OK')	image/jpeg	etag:%221b7b4f02b1633d8faa344e6bd4a8e7e3%22	http://product.hstatic.net/1000383440/product/dscf3835_e7f3d07026d94400acd6518caa585316_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3835_e7f3d07026d94400acd6518caa585316_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:55	298455/298455	---MCZ	200	added ('OK')	text/html	etag:W/%2237e47ca812734164bb67f4653257dd02%22	https://bossgiay.vn/products/dj9946-100-nike-wmns-air-force-1-pltaform-triple-white	E:/test_shoes_shop/bossgiay.vn/products/dj9946-100-nike-wmns-air-force-1-pltaform-triple-white.html	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:55	41156/41156	---M--	200	added ('OK')	image/jpeg	etag:%228607325ae94a0755a6d19cafb2948429%22	http://product.hstatic.net/1000383440/product/dscf3884_baa1500eaa644605a8216cd86a7d8ef7_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3884_baa1500eaa644605a8216cd86a7d8ef7_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:55	36623/36623	---M--	200	added ('OK')	image/jpeg	etag:%22acce74ae67199650591f040c5047bc71%22	http://product.hstatic.net/1000383440/product/_dsf1815_fab86b79982743daafc584f050b7cc37_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1815_fab86b79982743daafc584f050b7cc37_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:57	17512/17512	---M--	200	added ('OK')	image/jpeg	etag:%2251cc9a70270d9cd308453e33808e2a75%22	http://product.hstatic.net/1000383440/product/dscf3835_e7f3d07026d94400acd6518caa585316_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3835_e7f3d07026d94400acd6518caa585316_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
23:59:59	301980/301980	---MCZ	200	added ('OK')	text/html	etag:W/%22e181a455813241bea96c9adf5126dd72%22	https://bossgiay.vn/products/h68651-reebok-cl-legacy-leather-allwhite	E:/test_shoes_shop/bossgiay.vn/products/h68651-reebok-cl-legacy-leather-allwhite.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:00	24204/24204	---M--	200	added ('OK')	image/jpeg	etag:%22bdd4b08667689f586d8fa142f585b3d7%22	http://product.hstatic.net/1000383440/product/dscf4688_3def5e34881d4de5baa929cdbb94467b_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4688_3def5e34881d4de5baa929cdbb94467b_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:01	14523/14523	---M--	200	added ('OK')	image/jpeg	etag:%228b1be9fc573436e98d5e54224dfda7f3%22	http://product.hstatic.net/1000383440/product/_dsf0337_13ccf4b10c8d46a595857d6ff44eef8c_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf0337_13ccf4b10c8d46a595857d6ff44eef8c_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:02	20469/20469	---M--	200	added ('OK')	image/jpeg	etag:%221d075544661d11c573d0fa1d03b24187%22	http://product.hstatic.net/1000383440/product/_dsf0337_13ccf4b10c8d46a595857d6ff44eef8c_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf0337_13ccf4b10c8d46a595857d6ff44eef8c_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:03	16804/16804	---M--	200	added ('OK')	image/jpeg	etag:%22f0ceb2dd82f07b3b73b1c52d9ac7f312%22	http://product.hstatic.net/1000383440/product/_dsf0331_6eeb152e15d341df8ed90aa442b9c670_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf0331_6eeb152e15d341df8ed90aa442b9c670_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:06	23475/23475	---M--	200	added ('OK')	image/jpeg	etag:%22bc02592258b3b928198f9fec7f621807%22	http://product.hstatic.net/1000383440/product/_dsf0331_6eeb152e15d341df8ed90aa442b9c670_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf0331_6eeb152e15d341df8ed90aa442b9c670_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:07	291566/291566	---MCZ	200	added ('OK')	text/html	etag:W/%22b9e127ff20774f959a2990849cd4a143%22	https://bossgiay.vn/products/372627-02-puma-slide-hologram	E:/test_shoes_shop/bossgiay.vn/products/372627-02-puma-slide-hologram.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:07	18735/18735	---M--	200	added ('OK')	image/jpeg	etag:%229f2a99556d59dd2312d111dc5dc5ff49%22	http://product.hstatic.net/1000383440/product/dscf3443_426ba5fd7bdf4966b312b8e410691ee5_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3443_426ba5fd7bdf4966b312b8e410691ee5_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:09	63776/63776	---M--	200	added ('OK')	image/jpeg	etag:%226687fd4a1699723a128e0703dcc8eafb%22	http://product.hstatic.net/1000383440/product/dscf4688_3def5e34881d4de5baa929cdbb94467b_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4688_3def5e34881d4de5baa929cdbb94467b_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:12	26583/26583	---M--	200	added ('OK')	image/jpeg	etag:%22d75bbde805361c751030473d66ebe309%22	http://product.hstatic.net/1000383440/product/dscf3443_426ba5fd7bdf4966b312b8e410691ee5_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3443_426ba5fd7bdf4966b312b8e410691ee5_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:13	24899/24899	---M--	200	added ('OK')	image/jpeg	etag:%2259b5eead47f0cb21a14306480100e7ae%22	http://product.hstatic.net/1000383440/product/dscf3444_7aa3a60b8673475d8de094464a053308_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3444_7aa3a60b8673475d8de094464a053308_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:13	298556/298556	---MCZ	200	added ('OK')	text/html	etag:W/%22cf2addef584445a8b69e64b257a14d64%22	https://bossgiay.vn/products/390713-01-puma-kaido-classic	E:/test_shoes_shop/bossgiay.vn/products/390713-01-puma-kaido-classic.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:13	28606/28606	---M--	200	added ('OK')	image/jpeg	etag:%22b47d2d327ce64102898929b65ea9bb27%22	http://product.hstatic.net/1000383440/product/dscf3444_7aa3a60b8673475d8de094464a053308_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3444_7aa3a60b8673475d8de094464a053308_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:14	14574/14574	---M--	200	added ('OK')	image/jpeg	etag:%22b0e296d7b05a80dc77fa32ba907ac899%22	http://product.hstatic.net/1000383440/product/dscf4785_06b6aa9074fb4bbc921d6c01a9200334_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4785_06b6aa9074fb4bbc921d6c01a9200334_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:17	21384/21384	---M--	200	added ('OK')	image/jpeg	etag:%22c959068e6704c226000cff233bfb7c95%22	http://product.hstatic.net/1000383440/product/dscf4785_06b6aa9074fb4bbc921d6c01a9200334_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4785_06b6aa9074fb4bbc921d6c01a9200334_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:18	288860/288860	---MCZ	200	added ('OK')	text/html	etag:W/%22a73e4cad33a148b68c110fc3c60040c4%22	https://bossgiay.vn/products/383304-01-puma-kaia-platform-white-gum	E:/test_shoes_shop/bossgiay.vn/products/383304-01-puma-kaia-platform-white-gum.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:18	21866/21866	---M--	200	added ('OK')	image/jpeg	etag:%22363a3adb3b5ba4a3c9ffa2bb49d8b4e1%22	http://product.hstatic.net/1000383440/product/_dsf1956_a8b8bca9f6254c899d29bf76afb1ea00_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1956_a8b8bca9f6254c899d29bf76afb1ea00_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:19	31284/31284	---M--	200	added ('OK')	image/jpeg	etag:%2244611c7a4bb10c4300737700f4c72731%22	http://product.hstatic.net/1000383440/product/_dsf1956_a8b8bca9f6254c899d29bf76afb1ea00_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1956_a8b8bca9f6254c899d29bf76afb1ea00_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:22	26599/26599	---M--	200	added ('OK')	image/jpeg	etag:%2224ee877a8e5609427590c661d4b20e0a%22	http://product.hstatic.net/1000383440/product/dscf3785_7917df17a137421fab791d0eb7cec34c_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3785_7917df17a137421fab791d0eb7cec34c_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:22	30929/30929	---M--	200	added ('OK')	image/jpeg	etag:%228072927be0ca1040a52bcec780ce25ab%22	http://product.hstatic.net/1000383440/product/dscf3785_7917df17a137421fab791d0eb7cec34c_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3785_7917df17a137421fab791d0eb7cec34c_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:25	301897/301897	---MCZ	200	added ('OK')	text/html	etag:W/%224b458bf1fbfc4578a792572a008dea82%22	https://bossgiay.vn/products/374902-08-puma-serve-pro-lite-black-white	E:/test_shoes_shop/bossgiay.vn/products/374902-08-puma-serve-pro-lite-black-white.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:25	32291/32291	---M--	200	added ('OK')	image/jpeg	etag:%22db029484f915f13815c6c96b0cc9091d%22	http://product.hstatic.net/1000383440/product/puma-kaia-platform-white-black-gum-383804-01-9_2097550e1db647c9820ab8f559e2ebe0_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/puma-kaia-platform-white-black-gum-383804-01-9_2097550e1db647c9820ab8f559e2ebe0_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:26	15285/15285	---M--	200	added ('OK')	image/jpeg	etag:%22ff772e8396cf4fb95b21af3a63d66373%22	http://product.hstatic.net/1000383440/product/dscf8350_49a1760adf414e479de41ce19a671d50_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf8350_49a1760adf414e479de41ce19a671d50_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:27	48559/48559	---M--	200	added ('OK')	image/jpeg	etag:%2291fe6f09084c1580a0f72afc4c5f930f%22	http://product.hstatic.net/1000383440/product/puma-kaia-platform-white-black-gum-383804-01-9_2097550e1db647c9820ab8f559e2ebe0_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/puma-kaia-platform-white-black-gum-383804-01-9_2097550e1db647c9820ab8f559e2ebe0_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:27	21920/21920	---M--	200	added ('OK')	image/jpeg	etag:%225872db315008d549da82aeb1bbd4c2b5%22	http://product.hstatic.net/1000383440/product/dscf8350_49a1760adf414e479de41ce19a671d50_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf8350_49a1760adf414e479de41ce19a671d50_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:30	289678/289678	---MCZ	200	added ('OK')	text/html	etag:W/%22e57be2e59f414de48ecb393d944a2b88%22	https://bossgiay.vn/products/gx6950-adidas-adilette-22-slides-grey	E:/test_shoes_shop/bossgiay.vn/products/gx6950-adidas-adilette-22-slides-grey.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:33	19621/19621	---M--	200	added ('OK')	image/jpeg	etag:%22e7d1632fbc1e6cb59207884bc738836d%22	http://product.hstatic.net/1000383440/product/_dsf1623_9f073b8c969a42fa9b526d3d6969a67e_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1623_9f073b8c969a42fa9b526d3d6969a67e_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:34	35266/35266	---M--	200	added ('OK')	image/jpeg	etag:%2261db1761aabae43139862fbec01600bd%22	http://product.hstatic.net/1000383440/product/dscf8352_3c3e7b76c4604623ade4012da0ac7696_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf8352_3c3e7b76c4604623ade4012da0ac7696_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:35	28270/28270	---M--	200	added ('OK')	image/jpeg	etag:%22c933861a0b0d981935adb9054bcec036%22	http://product.hstatic.net/1000383440/product/_dsf1623_9f073b8c969a42fa9b526d3d6969a67e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1623_9f073b8c969a42fa9b526d3d6969a67e_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:35	11028/11028	---M--	200	added ('OK')	image/jpeg	etag:%222dd740310ee15c2335aba7499abb5cce%22	http://product.hstatic.net/1000383440/product/_dsf1626_d108ac8f28b540c6819fcadcdab4ee40_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1626_d108ac8f28b540c6819fcadcdab4ee40_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:35	41006/41006	---M--	200	added ('OK')	image/jpeg	etag:%2215439d116e2ba01efc0bd60babe628d9%22	http://product.hstatic.net/1000383440/product/dscf8352_3c3e7b76c4604623ade4012da0ac7696_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf8352_3c3e7b76c4604623ade4012da0ac7696_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:35	16374/16374	---M--	200	added ('OK')	image/jpeg	etag:%221c3a92c9291f86f9b72238ac252ff876%22	http://product.hstatic.net/1000383440/product/_dsf1626_d108ac8f28b540c6819fcadcdab4ee40_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1626_d108ac8f28b540c6819fcadcdab4ee40_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:39	293029/293029	---MCZ	200	added ('OK')	text/html	etag:W/%229c90d5e7d52046ebb159eb07432448c9%22	https://bossgiay.vn/products/hq6465-adidas-adilette-22-clear-grey	E:/test_shoes_shop/bossgiay.vn/products/hq6465-adidas-adilette-22-clear-grey.html	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:39	13232/13232	---M--	200	added ('OK')	image/jpeg	etag:%227e9434c444ec5783f8d92fd382e1234f%22	http://product.hstatic.net/1000383440/product/_dsf1612_52a45d348112424eae276bf54253c117_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1612_52a45d348112424eae276bf54253c117_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:40	22716/22716	---M--	200	added ('OK')	image/jpeg	etag:%22da87896bee1cec62b047d43ef5c210bc%22	http://product.hstatic.net/1000383440/product/_dsf1611_a41b1216749445c087d817c7b366f6e9_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1611_a41b1216749445c087d817c7b366f6e9_large.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:40	34429/34429	---M--	200	added ('OK')	image/jpeg	etag:%22fa32c631b0507d53a83c7af427be9b46%22	http://product.hstatic.net/1000383440/product/_dsf1611_a41b1216749445c087d817c7b366f6e9_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1611_a41b1216749445c087d817c7b366f6e9_grande.jpg	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:58	0/-1	---M--	302	error ('')			https://bossgiay.vn/checkout	E:/test_shoes_shop/bossgiay.vn/checkout.4a3.delayed	(from https://bossgiay.vn/collections/san-pham-sale)
00:00:59	244872/244872	---MCZ	200	added ('OK')	text/html	etag:W/%225f4132f240c54533ad02c49c3dd00723%22	https://bossgiay.vn/pages/boss-giay-member?view=amp	E:/test_shoes_shop/bossgiay.vn/pages/boss-giay-member942b.html	(from https://bossgiay.vn/pages/boss-giay-member)
00:00:59	0/0	---M--	404	error ('Not%20Found')	text/html	etag:W/%22da48e60aaa6140749bc254b06072e581%22	https://bossgiay.vn/pages/owl.video.play.png	E:/test_shoes_shop/bossgiay.vn/pages/owl.video.play.4a5.delayed	(from https://bossgiay.vn/pages/boss-giay-member)
00:00:59	90801/90801	---M--	200	added ('OK')	image/jpeg	etag:%2212704b46648aa545e6f63ac0552348e6%22	https://theme.hstatic.net/1000383440/1000607590/14/slideshow_2.jpg?v=122	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/slideshow_20387.jpg	(from https://bossgiay.vn/pages/boss-giay-member)
00:00:59	0/-1	---M--	302	error ('')			https://bossgiay.vn/checkout	E:/test_shoes_shop/bossgiay.vn/checkout.4a7.delayed	(from https://bossgiay.vn/pages/boss-giay-member)
00:01:00	0/-1	---M--	302	error ('')			https://bossgiay.vn/checkout	E:/test_shoes_shop/bossgiay.vn/checkout.4a9.delayed	(from https://bossgiay.vn/pages/lien-he)
00:01:00	242659/242659	---MCZ	200	added ('OK')	text/html	etag:W/%229bcfc93aa2094b92ae6b20bc5cdb2b06%22	https://bossgiay.vn/pages/lien-he?view=amp	E:/test_shoes_shop/bossgiay.vn/pages/lien-he942b.html	(from https://bossgiay.vn/pages/lien-he)
00:01:00	240768/240768	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2017:01:00%20GMT	https://bossgiay.vn/account/login?view=amp	E:/test_shoes_shop/bossgiay.vn/account/login942b.html	(from https://bossgiay.vn/account/login)
00:01:00	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2017:01:00%20GMT	https://bossgiay.vn/account/owl.video.play.png	E:/test_shoes_shop/bossgiay.vn/account/owl.video.play.png	(from https://bossgiay.vn/account/login)
00:01:00	239975/239975	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2017:01:00%20GMT	https://bossgiay.vn/account/register	E:/test_shoes_shop/bossgiay.vn/account/register.html	(from https://bossgiay.vn/account/login)
00:01:01	0/-1	---M--	302	error ('')			https://bossgiay.vn/checkout	E:/test_shoes_shop/bossgiay.vn/checkout.4ae.delayed	(from https://bossgiay.vn/account/login)
00:01:02	884/884	---MC-	200	added ('OK')	text/javascript	date:Thu,%2026%20Oct%202023%2017:01:01%20GMT	https://www.google.com/recaptcha/api.js?render=6LdD18MUAAAAAHqKl3Avv8W-tREL6LangePxQLM-	E:/test_shoes_shop/www.google.com/recaptcha/api4d7a.js	(from https://bossgiay.vn/account/login)
00:01:02	4041/4041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22258ef55638312a63c19873b417bfa496%22	http://hstatic.net/0/0/global/haravan_common.js	E:/test_shoes_shop/hstatic.net/0/0/global/haravan_common.js	(from https://bossgiay.vn/account/login)
00:01:02	878/878	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219a4857d1ff8f6ab827e87e7373dc6b8%22	http://hstatic.net/0/0/global/customer_area.js	E:/test_shoes_shop/hstatic.net/0/0/global/customer_area.js	(from https://bossgiay.vn/account/login)
00:01:03	238417/238417	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2017:01:02%20GMT	https://bossgiay.vn/search?view=amp	E:/test_shoes_shop/bossgiay.vn/search942b.html	(from https://bossgiay.vn/search)
00:01:03	0/-1	---M--	302	error ('')			https://bossgiay.vn/checkout	E:/test_shoes_shop/bossgiay.vn/checkout.4b3.delayed	(from https://bossgiay.vn/cart)
00:01:04	253160/253160	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2017:01:03%20GMT	https://bossgiay.vn/cart?view=amp	E:/test_shoes_shop/bossgiay.vn/cart942b.html	(from https://bossgiay.vn/cart)
00:01:04	346145/346145	---MCZ	200	added ('OK')	text/html	etag:W/%22f48e90637967423482e27bc228952ed1%22	https://bossgiay.vn/collections/san-pham-moi?view=amp	E:/test_shoes_shop/bossgiay.vn/collections/san-pham-moi942b.html	(from https://bossgiay.vn/collections/san-pham-moi)
00:01:08	348046/348046	---MCZ	200	added ('OK')	text/html	etag:W/%2253eb2d356f3643509703e82bf54d684f%22	https://bossgiay.vn/collections/san-pham-moi?page=2	E:/test_shoes_shop/bossgiay.vn/collections/san-pham-moi4658.html	(from https://bossgiay.vn/collections/san-pham-moi)
00:01:09	23243/23243	---M--	200	added ('OK')	image/jpeg	etag:%2202fd34769942a0f8d6c700ef1fa34add%22	http://product.hstatic.net/1000383440/product/dscf1307_90238c82f05b4d91865321bb9585bb28_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1307_90238c82f05b4d91865321bb9585bb28_large.jpg	(from https://bossgiay.vn/collections/san-pham-moi)
00:01:09	19853/19853	---M--	200	added ('OK')	image/jpeg	etag:%226b7c3a1f914054c95b7c730a2195cba3%22	http://product.hstatic.net/1000383440/product/dscf4656_ec5aa2c9bf2b49b9b027a22b4f874970_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4656_ec5aa2c9bf2b49b9b027a22b4f874970_large.jpg	(from https://bossgiay.vn/collections/san-pham-moi)
00:01:09	23338/23338	---M--	200	added ('OK')	image/jpeg	etag:%22ed569947a0b820b08f294f143f7ed464%22	http://product.hstatic.net/1000383440/product/dscf1310_a9ea7783c4e74b6bbd5f36063ae3a9fa_large.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1310_a9ea7783c4e74b6bbd5f36063ae3a9fa_large.jpg	(from https://bossgiay.vn/collections/san-pham-moi)
