date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:24:20	308/308	---MCZ	200	added ('OK')	text/plain	date:Thu,%2026%20Oct%202023%2016:24:19%20GMT	https://bossgiay.vn/robots.txt		(from )
23:24:20	310406/310406	---MCZ	200	added ('OK')	text/html	etag:W/%2295dbeea57b3f4b87b6007060f66ed222%22	https://bossgiay.vn/	E:/test_shoes_shop/bossgiay.vn/index.html	(from )
23:24:24	236769/236769	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:20%20GMT	https://bossgiay.vn/fonts/glyphicons-halflings-regular.eot	E:/test_shoes_shop/bossgiay.vn/fonts/glyphicons-halflings-regular.eot	(from https://bossgiay.vn/)
23:24:25	310393/310393	---MCZ	200	added ('OK')	text/html	etag:W/%222fcb6ea6e0d444869b21a50210b66fc1%22	https://bossgiay.vn/?view=amp	E:/test_shoes_shop/bossgiay.vn/index942b.html	(from https://bossgiay.vn/)
23:24:26	236769/236769	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:24%20GMT	https://bossgiay.vn/fonts/glyphicons-halflings-regular.eot?	E:/test_shoes_shop/bossgiay.vn/fonts/glyphicons-halflings-regulard41d.eot	(from https://bossgiay.vn/)
23:24:28	236769/236769	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:26%20GMT	https://bossgiay.vn/fonts/glyphicons-halflings-regular.woff	E:/test_shoes_shop/bossgiay.vn/fonts/glyphicons-halflings-regular.woff	(from https://bossgiay.vn/)
23:24:30	236769/236769	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:28%20GMT	https://bossgiay.vn/fonts/glyphicons-halflings-regular.ttf	E:/test_shoes_shop/bossgiay.vn/fonts/glyphicons-halflings-regular.ttf	(from https://bossgiay.vn/)
23:24:32	236769/236769	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:30%20GMT	https://bossgiay.vn/fonts/glyphicons-halflings-regular.svg	E:/test_shoes_shop/bossgiay.vn/fonts/glyphicons-halflings-regular.svg	(from https://bossgiay.vn/)
23:24:34	107826/107826	---M--	200	added ('OK')	image/png	etag:%2210c7caa82f4f3f7cfaaa3d19f2d46e1f%22	http://theme.hstatic.net/1000383440/1000607590/14/favicon.png?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/favicon0c55.png	(from https://bossgiay.vn/)
23:24:34	0/0	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2016:24:32%20GMT	https://bossgiay.vn/owl.video.play.png	E:/test_shoes_shop/bossgiay.vn/owl.video.play.png	(from https://bossgiay.vn/)
23:24:35	109958/109958	---MCZ	200	added ('OK')	text/css	etag:W/%228dff32ced82e8cdf7dbc51315b2532eb%22	http://theme.hstatic.net/1000383440/1000607590/14/styles-new.css?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/styles-new0c55.css	(from https://bossgiay.vn/)
23:24:36	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2026%20Oct%202023%2016:24:36%20GMT	http://connect.facebook.net/en_US/fbevents.js	E:/test_shoes_shop/connect.facebook.net/en_US/fbevents.a.delayed	(from https://bossgiay.vn/)
23:24:39	32208/32208	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d9b5423e309cd0%22	https://stats.hstatic.net/beacon.min.js	E:/test_shoes_shop/stats.hstatic.net/beacon.min.js	(from https://bossgiay.vn/)
23:24:39	203933/203933	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2026%20Oct%202023%2016:24:36%20GMT	https://connect.facebook.net/en_US/fbevents.js	E:/test_shoes_shop/connect.facebook.net/en_US/fbevents.js	(from https://bossgiay.vn/)
23:24:40	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2026%20Oct%202023%2016:24:39%20GMT	https://www.googletagmanager.com/gtm.js?id=	E:/test_shoes_shop/www.googletagmanager.com/gtm.d5445.delayed	(from https://bossgiay.vn/)
23:24:43	323470/323470	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e6a07b511d35200d2b3a9d0704410fdd%22	https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	E:/test_shoes_shop/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	(from https://bossgiay.vn/)
23:24:46	96295/96295	---MCZ	200	added ('OK')	application/javascript	etag:W/%22abed2a9134f90d590707a6fa9a586099%22	http://theme.hstatic.net/1000383440/1000607590/14/jquery.min.1.11.0.js?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/jquery.min.1.11.00c55.js	(from https://bossgiay.vn/)
23:24:46	346439/346439	---MCZ	200	added ('OK')	text/html	etag:W/%224f800e36940c4754a0ec6fb8ca11a78b%22	https://bossgiay.vn/collections/all	E:/test_shoes_shop/bossgiay.vn/collections/all.html	(from https://bossgiay.vn/)
23:24:46	346326/346326	---MCZ	200	added ('OK')	text/html	etag:W/%22767226631caa439ebb2bc8e5dd70d5cf%22	https://bossgiay.vn/collections/sneaker	E:/test_shoes_shop/bossgiay.vn/collections/sneaker.html	(from https://bossgiay.vn/)
23:24:46	343735/343735	---MCZ	200	added ('OK')	text/html	etag:W/%2267a5e05222954c4f884441fbf5ed432c%22	https://bossgiay.vn/collections/slide-sandal-1	E:/test_shoes_shop/bossgiay.vn/collections/slide-sandal-1.html	(from https://bossgiay.vn/)
23:24:46	345911/345911	---MCZ	200	added ('OK')	text/html	etag:W/%22247586820a824157ad046b74c7ccc149%22	https://bossgiay.vn/collections/nuoc-hoa	E:/test_shoes_shop/bossgiay.vn/collections/nuoc-hoa.html	(from https://bossgiay.vn/)
23:24:47	317692/317692	---MCZ	200	added ('OK')	text/html	etag:W/%224535b98488524905aa25a4275e02b7df%22	https://bossgiay.vn/collections/nuoc-hoa-nam	E:/test_shoes_shop/bossgiay.vn/collections/nuoc-hoa-nam.html	(from https://bossgiay.vn/)
23:24:47	307556/307556	---MCZ	200	added ('OK')	text/html	etag:W/%2231f3a7a71fcb494f9a512b307778d0de%22	https://bossgiay.vn/collections/nuoc-hoa-nu	E:/test_shoes_shop/bossgiay.vn/collections/nuoc-hoa-nu.html	(from https://bossgiay.vn/)
23:24:47	346625/346625	---MCZ	200	added ('OK')	text/html	etag:W/%22281902a399774e628c83a5a133cf1a32%22	https://bossgiay.vn/collections/clothing	E:/test_shoes_shop/bossgiay.vn/collections/clothing.html	(from https://bossgiay.vn/)
23:24:47	280281/280281	---MCZ	200	added ('OK')	text/html	etag:W/%229600863a91ce4a06aa78abf2973f706f%22	https://bossgiay.vn/collections/bag-1	E:/test_shoes_shop/bossgiay.vn/collections/bag-1.html	(from https://bossgiay.vn/)
23:24:48	344933/344933	---MCZ	200	added ('OK')	text/html	etag:W/%22fb413b091f1e4764b4395e28380122f0%22	https://bossgiay.vn/collections/san-pham-sale	E:/test_shoes_shop/bossgiay.vn/collections/san-pham-sale.html	(from https://bossgiay.vn/)
23:24:48	244864/244864	---MCZ	200	added ('OK')	text/html	etag:W/%223fe29c97061a4d03a85de7836d1f8b97%22	https://bossgiay.vn/pages/boss-giay-member	E:/test_shoes_shop/bossgiay.vn/pages/boss-giay-member.html	(from https://bossgiay.vn/)
23:24:48	242651/242651	---MCZ	200	added ('OK')	text/html	etag:W/%2299fbe0f0e7b04c85b50163069cd4789e%22	https://bossgiay.vn/pages/lien-he	E:/test_shoes_shop/bossgiay.vn/pages/lien-he.html	(from https://bossgiay.vn/)
23:24:49	240760/240760	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2016:24:48%20GMT	https://bossgiay.vn/account/login	E:/test_shoes_shop/bossgiay.vn/account/login.html	(from https://bossgiay.vn/)
23:24:49	238409/238409	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2016:24:49%20GMT	https://bossgiay.vn/search	E:/test_shoes_shop/bossgiay.vn/search.html	(from https://bossgiay.vn/)
23:24:49	253156/253156	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Oct%202023%2016:24:49%20GMT	https://bossgiay.vn/cart	E:/test_shoes_shop/bossgiay.vn/cart.html	(from https://bossgiay.vn/)
23:24:54	346092/346092	---MCZ	200	added ('OK')	text/html	etag:W/%223c57b0e90ba142afbdc7a90430014441%22	https://bossgiay.vn/collections/san-pham-moi	E:/test_shoes_shop/bossgiay.vn/collections/san-pham-moi.html	(from https://bossgiay.vn/)
23:24:58	302404/302404	---MCZ	200	added ('OK')	text/html	etag:W/%22aa9cedef35064a2f8ba7e64b3f67c8e4%22	https://bossgiay.vn/products/puma-cilia-pairy-white-394010-02	E:/test_shoes_shop/bossgiay.vn/products/puma-cilia-pairy-white-394010-02.html	(from https://bossgiay.vn/)
23:25:02	20753/20753	---M--	200	added ('OK')	image/jpeg	etag:%22c1406ec7b285716469fa7d7dd010a1d0%22	http://product.hstatic.net/1000383440/product/dscf1548_f62945c1d29148feaf3867903b457da5_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1548_f62945c1d29148feaf3867903b457da5_grande.jpg	(from https://bossgiay.vn/)
23:25:04	61859/61859	---M--	200	added ('OK')	image/jpeg	etag:%223cf77ab31584ddc572c956f67e1d1985%22	http://theme.hstatic.net/1000383440/1000607590/14/slideshow_3.jpg?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/slideshow_30c55.jpg	(from https://bossgiay.vn/)
23:25:08	291461/291461	---MCZ	200	added ('OK')	text/html	etag:W/%22c0836b8514254a01ac7f1f7df6b3424c%22	https://bossgiay.vn/products/dh9765-001-nike-dunk-low-two-toned-grey-gs	E:/test_shoes_shop/bossgiay.vn/products/dh9765-001-nike-dunk-low-two-toned-grey-gs.html	(from https://bossgiay.vn/)
23:25:09	90801/90801	---M--	200	added ('OK')	image/jpeg	etag:%2212704b46648aa545e6f63ac0552348e6%22	http://theme.hstatic.net/1000383440/1000607590/14/slideshow_2.jpg?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/slideshow_20c55.jpg	(from https://bossgiay.vn/)
23:25:09	42506/42506	---M--	200	added ('OK')	image/jpeg	etag:%22bbd4e3f11fc6b95531c69f54ed94c3b5%22	http://product.hstatic.net/1000383440/product/dscf1549_b8792e4005eb42a080c92d6765817cdd_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1549_b8792e4005eb42a080c92d6765817cdd_grande.jpg	(from https://bossgiay.vn/)
23:25:14	303419/303419	---MCZ	200	added ('OK')	text/html	etag:W/%228dae9b8e1f574022aa8d280b3ee8544d%22	https://bossgiay.vn/products/dz5376-469-nike-air-jordan-1-low-unc-grey	E:/test_shoes_shop/bossgiay.vn/products/dz5376-469-nike-air-jordan-1-low-unc-grey.html	(from https://bossgiay.vn/)
23:25:15	33487/33487	---M--	200	added ('OK')	image/jpeg	etag:%22f60aeebdfa7f7c856570096951d5d03f%22	http://product.hstatic.net/1000383440/product/dscf1307_90238c82f05b4d91865321bb9585bb28_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1307_90238c82f05b4d91865321bb9585bb28_grande.jpg	(from https://bossgiay.vn/)
23:25:15	33431/33431	---M--	200	added ('OK')	image/jpeg	etag:%223a849cbc47d4c2a97a70d16fd09cdb9d%22	http://product.hstatic.net/1000383440/product/dscf1310_a9ea7783c4e74b6bbd5f36063ae3a9fa_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf1310_a9ea7783c4e74b6bbd5f36063ae3a9fa_grande.jpg	(from https://bossgiay.vn/)
23:25:20	299311/299311	---MCZ	200	added ('OK')	text/html	etag:W/%22a6960b86f76c41c2ad156a4f4d630beb%22	https://bossgiay.vn/products/nike-air-jordan-1-mid-white-aluminum-wolf-grey-bq6472-105	E:/test_shoes_shop/bossgiay.vn/products/nike-air-jordan-1-mid-white-aluminum-wolf-grey-bq6472-105.html	(from https://bossgiay.vn/)
23:25:20	30747/30747	---M--	200	added ('OK')	image/jpeg	etag:%22389472419405af15d6b4f27631640527%22	http://product.hstatic.net/1000383440/product/dscf4656_ec5aa2c9bf2b49b9b027a22b4f874970_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4656_ec5aa2c9bf2b49b9b027a22b4f874970_grande.jpg	(from https://bossgiay.vn/)
23:25:24	22824/22824	---M--	200	added ('OK')	image/jpeg	etag:%2291044be2f0a25008fa3fdf69b9595ef6%22	http://product.hstatic.net/1000383440/product/dscf0007_5b59d0d1a15e409aa311f57dd74d638a_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0007_5b59d0d1a15e409aa311f57dd74d638a_grande.jpg	(from https://bossgiay.vn/)
23:25:24	54903/54903	---M--	200	added ('OK')	image/jpeg	etag:%2234992a33a2f3453f7c9fe20ac81da3bd%22	http://product.hstatic.net/1000383440/product/dscf4665_71335b11b9df44098870fb605fca6524_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf4665_71335b11b9df44098870fb605fca6524_grande.jpg	(from https://bossgiay.vn/)
23:25:28	299838/299838	---MCZ	200	added ('OK')	text/html	etag:W/%22f18a3e5fc40645eb941b57cf5fb973ce%22	https://bossgiay.vn/products/nike-air-jordan-1-low-sport-blue-dc0774-416	E:/test_shoes_shop/bossgiay.vn/products/nike-air-jordan-1-low-sport-blue-dc0774-416.html	(from https://bossgiay.vn/)
23:25:30	26883/26883	---M--	200	added ('OK')	image/jpeg	etag:%224d5aacb5e2ef25609eec2fe392747acc%22	http://product.hstatic.net/1000383440/product/dscf0069_52d18e97b4f948229528ee102e69ce31_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0069_52d18e97b4f948229528ee102e69ce31_grande.jpg	(from https://bossgiay.vn/)
23:25:34	66853/66853	---M--	200	added ('OK')	image/jpeg	etag:%22b1c21bb8f2d2fc85109762ddd5c42578%22	http://product.hstatic.net/1000383440/product/dscf0011_ba794a3299af4f6cb077a228b529ff99_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0011_ba794a3299af4f6cb077a228b529ff99_grande.jpg	(from https://bossgiay.vn/)
23:25:34	298775/298775	---MCZ	200	added ('OK')	text/html	etag:W/%22bca7a35fc9b34407b7f99e8f2cae5e35%22	https://bossgiay.vn/products/puma-slipstream-white-nimbus-cloud-388549-02	E:/test_shoes_shop/bossgiay.vn/products/puma-slipstream-white-nimbus-cloud-388549-02.html	(from https://bossgiay.vn/)
23:25:37	20136/20136	---M--	200	added ('OK')	image/jpeg	etag:%2270335f4c5d6c8ddedb393b1bc01e4c6c%22	http://product.hstatic.net/1000383440/product/dscf0946_80913daa52a94369b6b00fc78afdb513_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0946_80913daa52a94369b6b00fc78afdb513_grande.jpg	(from https://bossgiay.vn/)
23:25:42	297394/297394	---MCZ	200	added ('OK')	text/html	etag:W/%22b35afb45810f4f1a8a7e92c4bce4bfcc%22	https://bossgiay.vn/products/772109-adidas-samba-og	E:/test_shoes_shop/bossgiay.vn/products/772109-adidas-samba-og.html	(from https://bossgiay.vn/)
23:25:44	50914/50914	---M--	200	added ('OK')	image/jpeg	etag:%225331b99e5a0e3e7f9c374e1252957eeb%22	http://product.hstatic.net/1000383440/product/dscf0948_e239c17b421540fb90c9c6a5d435b642_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0948_e239c17b421540fb90c9c6a5d435b642_grande.jpg	(from https://bossgiay.vn/)
23:25:46	26524/26524	---M--	200	added ('OK')	image/jpeg	etag:%226515d0393f25d660df7c1eddd9c54ba9%22	http://product.hstatic.net/1000383440/product/_dsf1560_7007dff9d43c486489010c6dea11f72e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1560_7007dff9d43c486489010c6dea11f72e_grande.jpg	(from https://bossgiay.vn/)
23:25:51	33837/33837	---M--	200	added ('OK')	image/jpeg	etag:%22a9736b35bc1834a015e19781ede6f4cc%22	http://product.hstatic.net/1000383440/product/_dsf1563_02bcc5a7a0814b16a04a3b62a02d7f09_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf1563_02bcc5a7a0814b16a04a3b62a02d7f09_grande.jpg	(from https://bossgiay.vn/)
23:25:51	318842/318842	---MCZ	200	added ('OK')	text/html	etag:W/%222d08e2828cc4492aa8ad0b75d71f8cc1%22	https://bossgiay.vn/products/nike-air-force-1-07-triple-white-cw2288-111	E:/test_shoes_shop/bossgiay.vn/products/nike-air-force-1-07-triple-white-cw2288-111.html	(from https://bossgiay.vn/)
23:25:54	18323/18323	---M--	200	added ('OK')	image/jpeg	etag:%22babf9a6a325766ccb159eb6e8571a050%22	http://product.hstatic.net/1000383440/product/dscf3479_32219b7a3bf441efb92e02cfbbe20ff1_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3479_32219b7a3bf441efb92e02cfbbe20ff1_grande.jpg	(from https://bossgiay.vn/)
23:25:58	293581/293581	---MCZ	200	added ('OK')	text/html	etag:W/%22461154a61d2d467db75c059225f26a96%22	https://bossgiay.vn/products/ao-thun-new-era-logo-ne-black-white-12845008	E:/test_shoes_shop/bossgiay.vn/products/ao-thun-new-era-logo-ne-black-white-12845008.html	(from https://bossgiay.vn/)
23:25:59	42496/42496	---M--	200	added ('OK')	image/jpeg	etag:%2204e7263e04191f0d3f1a0cc79631d8e3%22	http://product.hstatic.net/1000383440/product/dscf3474_952c2a838a8742a9af8448646e6f61c3_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3474_952c2a838a8742a9af8448646e6f61c3_grande.jpg	(from https://bossgiay.vn/)
23:26:18	403097/403097	---M--	200	added ('OK')	image/jpeg	etag:%2257bc688d0dc748ed71ecb03fe4013aaf%22	http://product.hstatic.net/1000383440/product/ce8cc946-41b1-41b9-b6a3-44fcf450849d_eb3a0f1c2e8d43df8349eed9215a4749_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/ce8cc946-41b1-41b9-b6a3-44fcf450849d_eb3a0f1c2e8d43df8349eed9215a4749_grande.jpg	(from https://bossgiay.vn/)
23:26:22	294263/294263	---MCZ	200	added ('OK')	text/html	etag:W/%220ee1840397784b5488c7e9d24407eb6e%22	https://bossgiay.vn/products/cz1055-100-w-nike-blazer-mid-77-vintage-white-black	E:/test_shoes_shop/bossgiay.vn/products/cz1055-100-w-nike-blazer-mid-77-vintage-white-black.html	(from https://bossgiay.vn/)
23:26:23	28808/28808	---M--	200	added ('OK')	image/jpeg	etag:%22fa4addc9b88ae6d43464b2d84f5f0906%22	http://product.hstatic.net/1000383440/product/dscf0871_1526fc62288840159893e9c00140ff3a_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0871_1526fc62288840159893e9c00140ff3a_grande.jpg	(from https://bossgiay.vn/)
23:26:23	26236/26236	---M--	200	added ('OK')	image/jpeg	etag:%22f587c5f6d8fef6da17728efd769fbe1d%22	http://product.hstatic.net/1000383440/product/dscf3554_62eb32a269994653a927139bf3370f36_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3554_62eb32a269994653a927139bf3370f36_grande.jpg	(from https://bossgiay.vn/)
23:26:26	299939/299939	---MCZ	200	added ('OK')	text/html	etag:W/%222c3a65bddc084f879df4bbd332320145%22	https://bossgiay.vn/products/380147-05-puma-skye-clean	E:/test_shoes_shop/bossgiay.vn/products/380147-05-puma-skye-clean.html	(from https://bossgiay.vn/)
23:26:28	12747/12747	---M--	200	added ('OK')	image/jpeg	etag:%22e816a9d6de5234edfc95d797dfa105e5%22	http://product.hstatic.net/1000383440/product/dscf7237_9b0b3206cbe94934ac7af6b0f540ca6a_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf7237_9b0b3206cbe94934ac7af6b0f540ca6a_grande.jpg	(from https://bossgiay.vn/)
23:26:29	30816/30816	---M--	200	added ('OK')	image/jpeg	etag:%22fd6798c10896094e7df506654d33f92f%22	http://product.hstatic.net/1000383440/product/dscf3552_6977a5aab8ad4667892680cd90d78676_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf3552_6977a5aab8ad4667892680cd90d78676_grande.jpg	(from https://bossgiay.vn/)
23:26:32	294481/294481	---MCZ	200	added ('OK')	text/html	etag:W/%2299cb7e56ca0a4d93a59632ab461ccdaf%22	https://bossgiay.vn/products/ao-thun-new-era-polo-white-13570087	E:/test_shoes_shop/bossgiay.vn/products/ao-thun-new-era-polo-white-13570087.html	(from https://bossgiay.vn/)
23:26:32	16950/16950	---M--	200	added ('OK')	image/jpeg	etag:%22dc3f4f39c6955927c26621efe6c1a100%22	http://product.hstatic.net/1000383440/product/_dsf2014_6db04d93e4484720b8f219e8714d3e9e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf2014_6db04d93e4484720b8f219e8714d3e9e_grande.jpg	(from https://bossgiay.vn/)
23:26:35	689234/689234	---M--	200	added ('OK')	image/jpeg	etag:%22aa95acb8b7c6b8e376f51630ca6ceaf1%22	http://theme.hstatic.net/1000383440/1000607590/14/slideshow_1.jpg?v=263	E:/test_shoes_shop/theme.hstatic.net/1000383440/1000607590/14/slideshow_10c55.jpg	(from https://bossgiay.vn/)
23:26:36	14614/14614	---M--	200	added ('OK')	image/jpeg	etag:%22809fd0e1e94c0ee89535aca0efa28c31%22	http://product.hstatic.net/1000383440/product/_dsf2017_fcf462013f42408e81c85a94851dc40e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/_dsf2017_fcf462013f42408e81c85a94851dc40e_grande.jpg	(from https://bossgiay.vn/)
23:26:36	294749/294749	---MCZ	200	added ('OK')	text/html	etag:W/%225a0d72fe390647a6bfe7170693622701%22	https://bossgiay.vn/products/puma-leadcat-ftr-suede-gray-team-gold-372277-06	E:/test_shoes_shop/bossgiay.vn/products/puma-leadcat-ftr-suede-gray-team-gold-372277-06.html	(from https://bossgiay.vn/)
23:26:37	54647/54647	---M--	200	added ('OK')	image/jpeg	etag:%224ca025bd2c663c1c3e8c1f3e1ac15b9d%22	http://product.hstatic.net/1000383440/product/2fea80ed-c9ae-4b1a-af11-122dd9d93494_0815f220bdf6415b975fd8b39c6bc5d7_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/2fea80ed-c9ae-4b1a-af11-122dd9d93494_0815f220bdf6415b975fd8b39c6bc5d7_grande.jpg	(from https://bossgiay.vn/)
23:26:40	17930/17930	---M--	200	added ('OK')	image/jpeg	etag:%2232dd0b56c8ab3d07cf75222c0142b85a%22	http://product.hstatic.net/1000383440/product/dscf0781_84091ab7cb494e77b139959b37bf4a75_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0781_84091ab7cb494e77b139959b37bf4a75_grande.jpg	(from https://bossgiay.vn/)
23:26:40	292460/292460	---MCZ	200	added ('OK')	text/html	etag:W/%22e5efe82eca02412aae8deb9cee2a8447%22	https://bossgiay.vn/products/puma-leadcat-ftr-suede-classic-pink-sand-372277-04	E:/test_shoes_shop/bossgiay.vn/products/puma-leadcat-ftr-suede-classic-pink-sand-372277-04.html	(from https://bossgiay.vn/)
23:26:44	28352/28352	---M--	200	added ('OK')	image/jpeg	etag:%2287a4f40a295faa71427852d7f7d3f180%22	http://product.hstatic.net/1000383440/product/dscf0771_12f8ceb594b44271b81f8451eb4e340d_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0771_12f8ceb594b44271b81f8451eb4e340d_grande.jpg	(from https://bossgiay.vn/)
23:26:44	13693/13693	---M--	200	added ('OK')	image/jpeg	etag:%22e3f29523bd7c94848856aed17c390094%22	http://product.hstatic.net/1000383440/product/dscf0770_067673758a98455caf422008ecc28438_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0770_067673758a98455caf422008ecc28438_grande.jpg	(from https://bossgiay.vn/)
23:26:44	289698/289698	---MCZ	200	added ('OK')	text/html	etag:W/%22b8f155dc65d3454d9728e68a8c244ae0%22	https://bossgiay.vn/products/puma-leadcat-suede-classic-black-372277-01	E:/test_shoes_shop/bossgiay.vn/products/puma-leadcat-suede-classic-black-372277-01.html	(from https://bossgiay.vn/)
23:26:44	38143/38143	---M--	200	added ('OK')	image/jpeg	etag:%22e97771fbcf8b9d5becc72cae764ad3f7%22	http://product.hstatic.net/1000383440/product/dscf0783_23eed6a32ef04128a3f1f2d3d5df3636_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0783_23eed6a32ef04128a3f1f2d3d5df3636_grande.jpg	(from https://bossgiay.vn/)
23:26:47	294398/294398	---MCZ	200	added ('OK')	text/html	etag:W/%225f534d283d5242d6857b2ddd233e956f%22	https://bossgiay.vn/products/puma-leadcat-ftr-mono-slippers-black-375101-01	E:/test_shoes_shop/bossgiay.vn/products/puma-leadcat-ftr-mono-slippers-black-375101-01.html	(from https://bossgiay.vn/)
23:26:47	14121/14121	---M--	200	added ('OK')	image/jpeg	etag:%225a7e9a36f0d998b0b66e74e7c95853e5%22	http://product.hstatic.net/1000383440/product/076335d2-83bb-49ce-b6e0-2c619d43662e_1d8707a7376f4171859da8aae2326ea9_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/076335d2-83bb-49ce-b6e0-2c619d43662e_1d8707a7376f4171859da8aae2326ea9_grande.jpg	(from https://bossgiay.vn/)
23:26:49	295392/295392	---MCZ	200	added ('OK')	text/html	etag:W/%22674873d0c1a642638242d1f2c9e35fcd%22	https://bossgiay.vn/products/puma-suede-p-uni-white-382078-01	E:/test_shoes_shop/bossgiay.vn/products/puma-suede-p-uni-white-382078-01.html	(from https://bossgiay.vn/)
23:26:51	18689/18689	---M--	200	added ('OK')	image/jpeg	etag:%2292af54593f7d7e3453e121395faf1912%22	http://product.hstatic.net/1000383440/product/dscf0778_98786753a25f4a90adb08b38898bad55_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0778_98786753a25f4a90adb08b38898bad55_grande.jpg	(from https://bossgiay.vn/)
23:26:53	25062/25062	---M--	200	added ('OK')	image/jpeg	etag:%22b1548bd44b8a2a1c23d3ad38d447021e%22	http://product.hstatic.net/1000383440/product/dscf0785_d1c06a8f8f63410da44ef02750f2508e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0785_d1c06a8f8f63410da44ef02750f2508e_grande.jpg	(from https://bossgiay.vn/)
23:26:54	34812/34812	---M--	200	added ('OK')	image/jpeg	etag:%220b47957fe9d7403d51c8975316269d19%22	http://product.hstatic.net/1000383440/product/dscf0779_282e69ff1c6c433ca93bff1bc7b7453e_grande.jpg	E:/test_shoes_shop/product.hstatic.net/1000383440/product/dscf0779_282e69ff1c6c433ca93bff1bc7b7453e_grande.jpg	(from https://bossgiay.vn/)
23:26:55	298750/298750	---MCZ	200	added ('OK')	text/html	etag:W/%22d040da165c5e4ec78f393b62339ea63b%22	https://bossgiay.vn/products/puma-leadcat-badges-black-372622-01	E:/test_shoes_shop/bossgiay.vn/products/puma-leadcat-badges-black-372622-01.html	(from https://bossgiay.vn/)
23:26:57	299357/299357	---MCZ	200	added ('OK')	text/html	etag:W/%229a4749274a7c4d4f887c56deb3d720c6%22	https://bossgiay.vn/products/adidas-adicane-dash-grey-id7188	E:/test_shoes_shop/bossgiay.vn/products/adidas-adicane-dash-grey-id7188.html	(from https://bossgiay.vn/)
